title,date,venue,price,organizer,description,image_url,concert_link,location,event_type
"Ministry of Sound Classical, Brisbane",11/1/2025 4:00,Victoria ParK (Barrambin),See Website for more details,Ministry of Sound Classical,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.moshtix.com.au/v2/event/ministry-of-sound-classical-brisbane/181533,"Spring Hill, Australia",Classical - Classical/Vocal
The Nightmare Before Christmas: Live In Concert With The ASO,11/1/2025 23:00,Atlanta Symphony Hall,See Website for more details,Nightmare Before Christmas in Concert,See Website for more details,https://s1.ticketm.net/dam/e/432/dc36d5ab-87f9-4215-9c8c-e065ab0f7432_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/the-nightmare-before-christmas-live-in-atlanta-georgia-11-01-2025/event/0E00624EA73846FB,"Atlanta, United States Of America",Classical - Symphonic
New West Symphony presents E.T. The Extra-Terrestrial in Concert,11/2/2025 2:00,"Fred Kavli Theatre- B of A Performing Arts Center,Thousand Oaks",See Website for more details,New West Symphony,"Michael Christie, conductor Director Steven Spielberg?s heartwarming masterpiece is one of the brightest stars in motion picture history. Filled with unparalleled magic and imagination, E.T. The Extra-Terrestrial follows the moving story of a lost little alien who befriends a 10-year-old boy named Elliott. Experience all the mystery and fun of their unforgettable adventure in the beloved movie that captivated audiences around the world, complete with John Williams? Academy Award®-winning score performed live by the New West Symphony orchestra in sync to the film projected on a huge HD screen. Bring the family and come dressed in your Halloween best!",https://s1.ticketm.net/dam/a/de5/3c6db0df-1195-480c-a4cb-284b838dfde5_1753361_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.com/new-west-symphony-presents-et-the-thousand-oaks-california-11-01-2025/event/0B0061158C2F129E,"Thousand Oaks, United States Of America",Classical - Symphonic
Día de los Muertos - A Celebration of Life : Tucson Symphony Orchestra,11/2/2025 2:30,Linda Ronstadt Music Hall,See Website for more details,Tucson Symphony Orchestra,"Tucson Symphony Orchestra Juan Montoya, conductor Tlen Huicani Celebrate the rich and beautiful musical traditions of Día de los Muertos in this collaboration between the TSO and the Tucson International Mariachi Conference. Internationally recognized Tlen Huicani, the most iconic representatives of the beautiful Son Jarocho, join the TSO, and special guests Mariachi Aztlán de Pueblo High School and Grupo Folklórico Los Guerreros de Pueblo High School for a one-night-only concert filled with emotion and excitement.",https://s1.ticketm.net/dam/e/c56/a8a3a041-c9fc-471d-9986-332ce2518c56_RECOMENDATION_16_9.jpg,https://www.ticketmaster.com/dia-de-los-muertos-a-celebration-tucson-arizona-11-01-2025/event/1900623BE94E2FE4,"Tucson, United States Of America",Classical - Symphonic
A New World: intimate music from FINAL FANTASY,11/2/2025 2:30,Madison Center for the Arts,See Website for more details,A New World: intimate music from FINAL FANTASY,"Experience the magic of FINAL FANTASY music in an intimate, powerful new way with A New World: intimate music from FINAL FANTASY ? NEWVEMBER U.S. Tour! Featuring exclusive arrangements of iconic themes by Nobuo Uematsu, Masashi Hamauzu, Yoko Shimomura, and Masayoshi Soken, the concert brings beloved classics and fresh compositions to life. Performed by conductor Eric Roth and The New World Players, this one-of-a-kind show offers a thrilling and emotional journey through the music of FINAL FANTASY. From fan favorites to hidden gems, it's an unforgettable celebration for newcomers and longtime fans alike.",https://s1.ticketm.net/dam/e/ba6/c2449c77-b5a1-45f2-a0d4-a8e606860ba6_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.com/a-new-world-intimate-music-from-phoenix-arizona-11-01-2025/event/19006297B1E4227A,"Phoenix, United States Of America",Classical - Symphonic
Joep Beving - Solipsism - 10th Anniversary Tour,11/3/2025 19:00,See Website for more details,See Website for more details,Joep Beving,See Website for more details,https://s1.ticketm.net/dam/a/1fe/a8a86db5-a925-4fe1-8266-61c1003cf1fe_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.de/event/joep-beving-solipsism-10th-anniversary-tour-tickets/411791700?language=en-us,"Erlangen, Germany",Classical - Classical/Vocal
Il Volo | Logen-Seat in der Ticketmaster Suite,11/3/2025 19:00,Uber Arena,See Website for more details,Il Volo,See Website for more details,https://s1.ticketm.net/dam/a/1ef/60081544-6ebc-4d21-b14e-273e3a1ea1ef_1160901_CUSTOM.jpg,https://www.ticketmaster.de/event/il-volo-%7C-logen-seat-in-der-ticketmaster-suite-tickets/2008051173?language=en-us,"Berlin, Germany",Classical - Classical/Vocal
Yo Yo Ma w/ Cincinnati Symphony Orchestra,11/5/2025 0:30,Cincinnati Music Hall,See Website for more details,Yo Yo Ma,See Website for more details,https://s1.ticketm.net/dam/a/2ef/d3da0e44-9a05-4a76-9237-1f03407ff2ef_299261_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7b_vP,"Cincinnati, United States Of America",Classical - Classical/Vocal
Hauser,11/5/2025 19:00,Rockhal Main Hall,See Website for more details,HAUSER,See Website for more details,https://s1.ticketm.net/dam/a/2eb/bfd88bd8-4315-468d-8bb2-1df532dbe2eb_SOURCE,https://www.ticketmaster.be/event/hauser-tickets/1967889602,"Esch-sur-Alzette, Luxembourg",Classical - Classical/Vocal
The Witcher In Concert,11/5/2025 19:00,Eventim Apollo,See Website for more details,The Witcher in Concert,See Website for more details,https://s1.ticketm.net/dam/a/bca/4971a3c6-1a8d-4da7-bbfe-81902dfa1bca_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.co.uk/the-witcher-in-concert-london-05-11-2025/event/3600622EE67128BA,"London, Great Britain",Classical - Symphonic
Brahms: A German Requiem,11/6/2025 0:30,Meridian Arts Centre: George Weston,See Website for more details,Toronto Mendelssohn Choir,"Featured Performers: Jean-Sébastien Vallée, conductor Russell Braun, baritone Charlotte Siegel, soprano Toronto Mendelssohn Choir Musicians of the Kitchener-Waterloo Symphony ECHO by Stephanie Martin (World Premiere & TMChoir Commission) Ein deutsches Requiem (A German Requiem) by Johannes Brahms Brahms' ""A German Requiem"" is a deeply human reflection on love, loss, and the solace offered to those who grieve. Led by Artistic Director Jean-Sébastien Vallée, the Toronto Mendelssohn Choir brings their signature ""mix of subtlety, power, and precision"" (Ludwig van Toronto) to this masterpiece's soaring choral lines and rich orchestration. ECHO, a stunning new commission by Stephanie Martin, preludes Brahms' work, featuring the full power of the Choir and orchestra.",https://s1.ticketm.net/dam/e/b16/f7f7b33d-d17c-435a-a203-dcab4bc07b16_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.ca/brahms-a-german-requiem-toronto-ontario-11-05-2025/event/100062B5ACED263C,"Toronto, Canada",Classical - Symphonic
Oulu Sinfonia: Concerto or Carnival?,11/6/2025 16:30,MADETOJAN SALI,See Website for more details,Oulu Sinfonia,See Website for more details,https://s1.ticketm.net/dam/a/ebc/c382c09a-7325-48f1-a0fe-3789f64c1ebc_1566241_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.fi/event/oulu-sinfonia-concerto-or-carnival--tickets/1197706760?language=en-us,"Oulu, Finland",Classical - Miscellaneous
Ennio Morricone - Celebration Concert,11/7/2025 18:00,O2 universum,See Website for more details,Ennio Morricone,See Website for more details,https://s1.ticketm.net/dam/a/fd0/0fde78e1-7684-4c03-a9f0-354b9474cfd0_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.cz/event/ennio-morricone-celebration-concert-tickets/2052987178?language=en-us,"Praha 9, Czech Republic",Classical - Classical/Vocal
HAUSER - Packages,11/7/2025 19:00,Vorst Nationaal/Forest National,See Website for more details,HAUSER,See Website for more details,https://s1.ticketm.net/dam/a/2eb/bfd88bd8-4315-468d-8bb2-1df532dbe2eb_SOURCE,https://www.ticketmaster.be/event/hauser-packages-tickets/1769885450,"Forest (Brussels), Belgium",Classical - Miscellaneous
Matteo Bocelli - Falling In Love World Tour,11/7/2025 19:00,3Olympia Theatre,See Website for more details,Matteo Bocelli,See Website for more details,https://s1.ticketm.net/dam/a/912/7e1b84bd-c0d5-4ea6-8a78-1163c4849912_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.ie/matteo-bocelli-falling-in-love-world-dublin-07-11-2025/event/180062A8AB4936BC,"Dublin, Ireland",Classical - Classical/Vocal
RPO Presents JAWS IN CONCERT,11/8/2025 0:00,West Herr Auditorium Theatre at West Herr Performing Arts Center,See Website for more details,See Website for more details,"JAWS in Concert Just when you thought it was safe to go back in the concert hall...The original summer movie blockbuster, with an Academy Award®-winning score by composer John Williams, JAWS is an unforgettable film-with-live-orchestra experience! Directed by Academy Award® winner Steven Spielberg, JAWS set the standard for edge-of-your-seat suspense, quickly becoming a cultural phenomenon and forever changing the movie industry. When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town?s chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to destroy the beast before it strikes again. Featuring an unforgettable score that evokes pure terror, Jaws remains one of the most influential and gripping adventures in motion picture history. In honor of the film's 50th anniversary, audiences will have the chance to experience the power of the Rochester Philharmonic Orchestra performing the entire score",https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/rpo-presents-jaws-in-concert-rochester-new-york-11-07-2025/event/000062B5EE348D11,"Rochester, United States Of America",Classical - Classical/Vocal
Lea Salonga: Stage Screen & Everything in Between,11/8/2025 4:00,Encore Theater at Wynn Las Vegas,See Website for more details,Lea Salonga,See Website for more details,https://s1.ticketm.net/dam/a/d41/8f5801c7-d3e3-42dd-a944-6542e480bd41_RECOMENDATION_16_9.jpg,https://www.ticketmaster.com/lea-salonga-stage-screen-everything-in-las-vegas-nevada-11-07-2025/event/17006290CD7D45E1,"Las Vegas, United States Of America",Classical - Classical/Vocal
HAVASI,11/8/2025 15:00,indigo at The O2,See Website for more details,HAVASI,15:00 start,https://s1.ticketm.net/dam/a/11c/fc47a407-f544-4044-9ede-60804b45f11c_TABLET_LANDSCAPE_16_9.jpg,https://www.ticketmaster.co.uk/havasi-london-08-11-2025/event/35006184E3D0287D,"London, Great Britain",Classical - Classical/Vocal
Muzyka zespołu Queen Symfonicznie,11/8/2025 18:30,Sala Koncertowa Radia Wrocław,See Website for more details,Symphonic Queen,See Website for more details,https://s1.ticketm.net/dam/a/d2c/d7f86ae6-2341-40af-91b0-3b26f5d2ed2c_1031281_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.pl/event/muzyka-zespou-queen-symfonicznie-tickets/1321220948?language=en-us,"Wroclaw, Poland",Classical - Pop
HAUSER - The Rebel is Back!,11/8/2025 19:00,Ziggo Dome,See Website for more details,HAUSER,See Website for more details,https://s1.ticketm.net/dam/a/87b/5ecf2e81-d08f-40ca-951b-edfbf9d4c87b_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.nl/event/hauser-the-rebel-is-back-tickets/132538474?language=en-us,"Amsterdam, Netherlands",Classical - Classical/Vocal
Beethoven's Pastoral : Tucson Symphony Orchestra,11/8/2025 21:00,Catalina Foothills High School,See Website for more details,Tucson Symphony Orchestra,"Tucson Symphony Orchestra Conner Gray Covington, conductor Julian Schwarz, cello Still: Mother and Child Bruch: Kol Nidrei Tchaikovsky: Variations on a Rococo Theme Beethoven: Symphony No. 6, ""Pastoral""",https://s1.ticketm.net/dam/e/f80/b052df27-bd6a-41ec-b971-d459633bbf80_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.com/beethovens-pastoral-tucson-symphony-orchestra-tucson-arizona-11-08-2025/event/1900623B065533BB,"Tucson, United States Of America",Classical - Symphonic
Orchestre National De France,11/9/2025 0:00,Tilles Center Concert Hall,See Website for more details,Orchestre National De France,See Website for more details,https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/orchestre-national-de-france-brookville-new-york-11-08-2025/event/000062BCDBFF8D0C,"Brookville, United States Of America",Classical - Symphonic
Harry Potter and the Chamber of Secrets in Concert,11/9/2025 0:30,Knoxville Civic Auditorium,See Website for more details,Harry Potter and the Chamber of Secrets™ in Concert,All ages require a ticket.,https://s1.ticketm.net/dam/a/5e4/89593bbf-0a48-4be1-95a4-8ffba46375e4_1065341_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/harry-potter-and-the-chamber-of-knoxville-tennessee-11-08-2025/event/1B00628B8A6F2158,"Knoxville, United States Of America",Classical - Symphonic
Danae Döerken,11/9/2025 23:00,ASU Kerr,See Website for more details,Danae Dörken,"The Greek-German pianist Danae Doerken belongs to the elite of internationally sought-after artists of a new generation who captivates audiences and fellow musicians alike with her breathtaking technique, extraordinary stage presence and musical depth. Songs and Images explores works inspired by the sounds and sights that shaped their composers. Schumann's Forest Scenes are short musical depictions of nine settings he experienced when walking through the forest, while Schubert's Fantasy Op. 15 is based on his own famous song ""Der Wanderer"" that speaks about trying to find happiness. Debussy captures three vivid impressions in sound, while Bartok's Romanian Folk Dances were influenced by folk tunes that he heard on the street. The program ends with two famous works by Liszt, his Love Dream No. 3 and his Rigoletto-Paraphrase, weaving together four operatic themes from his opera ""Rigoletto"", singing together in harmonious unity.",https://s1.ticketm.net/dam/e/f1a/3d1a8c69-659d-41a7-923b-ba92c2ab7f1a_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/danaedoerken-scottsdale-arizona-11-09-2025/event/190062ADA0CB2032,"Scottsdale, United States Of America",Classical - Classical/Vocal
Hans Zimmer Live,11/11/2025 18:30,O2 Arena,See Website for more details,Hans Zimmer,See Website for more details,https://s1.ticketm.net/dam/a/fc0/3bb5a507-24d2-4b65-99ea-76ebaaed0fc0_SOURCE,https://www.ticketmaster.cz/event/hans-zimmer-live-tickets/51553?language=en-us,"Praha 9, Czech Republic",Classical - Classical/Vocal
Harlem Gospel Choir,11/11/2025 19:00,Cirque Royal - Koninklijk Circus,See Website for more details,Harlem Gospel Choir,See Website for more details,https://s1.ticketm.net/dam/a/163/84de5e77-5df2-487f-83aa-c9dd48a31163_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.be/event/harlem-gospel-choir-tickets/559604494,"Brussels, Belgium",Classical - Church Music
"The Witcher in concert			",11/11/2025 19:00,Stadsschouwburg Antwerpen,See Website for more details,The Witcher in Concert,See Website for more details,https://s1.ticketm.net/dam/a/bca/4971a3c6-1a8d-4da7-bbfe-81902dfa1bca_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.be/event/the-witcher-in-concert-tickets/2053655229,"Antwerp, Belgium",Classical - Classical/Vocal
Takuya Kuroda,11/11/2025 19:00,Union Chapel,See Website for more details,Takuya Kuroda,See Website for more details,https://s1.ticketm.net/dam/a/e07/6ac298aa-ad62-454e-b476-3f0f014fde07_82921_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketweb.uk/event/takuya-kuroda-union-chapel-tickets/14312393?REFERRAL_ID=tmfeed,"London, Great Britain",Classical - Classical/Vocal
